Position[X] (m),Position[Y] (m),Position[Z] (m)
-1.24983908241711E-17,-0.039482698207496,0.020847022388164
-1.4382166655891E-17,-0.039482698207496,0.010403823300816
-1.62659424876109E-17,-0.039482698207496,-3.93757865326805E-05
-1.81497183193308E-17,-0.039482698207496,-0.010482574873881
-2.00334941510508E-17,-0.039482698207496,-0.020925773961229
-2.19172699827707E-17,-0.039482698207496,-0.031368973048577
-2.38010458144906E-17,-0.039482698207496,-0.041812172135925
-2.56848216462105E-17,-0.039482698207496,-0.052255371223273
-6.84706332901133E-18,-0.019673261422284,0.052176619650208
-8.73083916073125E-18,-0.019673261422284,0.04173342056286
-1.06146149924512E-17,-0.019673261422284,0.031290221475512
-1.24983908241711E-17,-0.019673261422284,0.020847022388164
-1.4382166655891E-17,-0.019673261422284,0.010403823300816
-1.62659424876109E-17,-0.019673261422284,-3.93757865326805E-05
-1.81497183193308E-17,-0.019673261422284,-0.010482574873881
-2.00334941510508E-17,-0.019673261422284,-0.020925773961229
-2.19172699827707E-17,-0.019673261422284,-0.031368973048577
-2.38010458144906E-17,-0.019673261422284,-0.041812172135925
-2.56848216462105E-17,-0.019673261422284,-0.052255371223273
-6.84706332901133E-18,0.000136175362928,0.052176619650208
-8.73083916073125E-18,0.000136175362928,0.04173342056286
-1.06146149924512E-17,0.000136175362928,0.031290221475512
-1.24983908241711E-17,0.000136175362928,0.020847022388164
-1.4382166655891E-17,0.000136175362928,0.010403823300816
-1.62659424876109E-17,0.000136175362928,-3.93757865326805E-05
-1.81497183193308E-17,0.000136175362928,-0.010482574873881
-2.00334941510508E-17,0.000136175362928,-0.020925773961229
-2.19172699827707E-17,0.000136175362928,-0.031368973048577
-2.38010458144906E-17,0.000136175362928,-0.041812172135925
-2.56848216462105E-17,0.000136175362928,-0.052255371223273
-6.84706332901133E-18,0.01994561214814,0.052176619650208
-8.73083916073125E-18,0.01994561214814,0.04173342056286
-1.06146149924512E-17,0.01994561214814,0.031290221475512
-1.24983908241711E-17,0.01994561214814,0.020847022388164
-1.4382166655891E-17,0.01994561214814,0.010403823300816
-1.62659424876109E-17,0.01994561214814,-3.93757865326805E-05
-1.81497183193309E-17,0.01994561214814,-0.010482574873881
-2.00334941510508E-17,0.01994561214814,-0.020925773961229
-2.19172699827707E-17,0.01994561214814,-0.031368973048577
-2.38010458144906E-17,0.01994561214814,-0.041812172135925
-2.56848216462105E-17,0.01994561214814,-0.052255371223273
-6.84706332901133E-18,0.039755048933352,0.052176619650208
-8.73083916073125E-18,0.039755048933352,0.04173342056286
-1.06146149924512E-17,0.039755048933352,0.031290221475512
-1.24983908241711E-17,0.039755048933352,0.020847022388164
-1.4382166655891E-17,0.039755048933352,0.010403823300816
-1.62659424876109E-17,0.039755048933352,-3.93757865326805E-05
-1.81497183193309E-17,0.039755048933352,-0.010482574873881
-2.00334941510508E-17,0.039755048933352,-0.020925773961229
-2.19172699827707E-17,0.039755048933352,-0.031368973048577
-2.38010458144906E-17,0.039755048933352,-0.041812172135925
-2.56848216462105E-17,0.039755048933352,-0.052255371223273
-6.84706332901133E-18,0.059564485718564,0.052176619650208
-8.73083916073125E-18,0.059564485718564,0.04173342056286
-1.06146149924512E-17,0.059564485718564,0.031290221475512
-1.24983908241711E-17,0.059564485718564,0.020847022388164
-1.4382166655891E-17,0.059564485718564,0.010403823300816
-1.62659424876109E-17,0.059564485718564,-3.93757865326805E-05
-1.81497183193309E-17,0.059564485718564,-0.010482574873881
-2.00334941510508E-17,0.059564485718564,-0.020925773961229
-2.19172699827707E-17,0.059564485718564,-0.031368973048577
-2.38010458144906E-17,0.059564485718564,-0.041812172135925
-2.56848216462105E-17,0.059564485718564,-0.052255371223273
-6.84706332901133E-18,0.079373922503776,0.052176619650208
-8.73083916073125E-18,0.079373922503776,0.04173342056286
-1.06146149924512E-17,0.079373922503776,0.031290221475512
-1.24983908241711E-17,0.079373922503776,0.020847022388164
-1.4382166655891E-17,0.079373922503776,0.010403823300816
-1.62659424876109E-17,0.079373922503776,-3.93757865326805E-05
-1.81497183193309E-17,0.079373922503776,-0.010482574873881
-2.00334941510508E-17,0.079373922503776,-0.020925773961229
-2.19172699827707E-17,0.079373922503776,-0.031368973048577
-2.38010458144906E-17,0.079373922503776,-0.041812172135925
-2.56848216462105E-17,0.079373922503776,-0.052255371223273
-6.84706332901133E-18,0.099183359288988,0.052176619650208
-8.73083916073125E-18,0.099183359288988,0.04173342056286
-1.06146149924512E-17,0.099183359288988,0.031290221475512
-1.24983908241711E-17,0.099183359288988,0.020847022388164
-1.4382166655891E-17,0.099183359288988,0.010403823300816
-1.62659424876109E-17,0.099183359288988,-3.93757865326805E-05
-1.81497183193309E-17,0.099183359288988,-0.010482574873881
-2.00334941510508E-17,0.099183359288988,-0.020925773961229
-2.19172699827707E-17,0.099183359288988,-0.031368973048577
-2.38010458144906E-17,0.099183359288988,-0.041812172135925
-2.56848216462105E-17,0.099183359288988,-0.052255371223273
